customer_id,territory_id,segment,age_alicorp,has_credit_line,has_perfect_customer,has_marketing_impulse,target
774,T1,S3,1,1,1,0,0
775,T1,S3,1,1,0,1,0
776,T1,S3,9,0,0,1,0
777,T1,S3,6,1,1,0,0
778,T1,S3,4,0,0,0,0
779,T1,S3,8,0,0,0,1
780,T1,S3,0,0,0,1,0
781,T2,S6,3,0,0,0,1
782,T1,S3,0,1,1,1,1
783,T1,S3,7,1,0,0,0
784,T1,S3,7,0,0,0,0
785,T5,S3,3,1,0,0,0
786,T3,S3,10,0,0,1,0
787,T3,S3,2,0,1,1,0
788,T1,S3,7,0,1,0,0
789,T4,S4,0,0,0,0,0
790,T1,S3,10,0,1,0,0
791,T1,S3,8,1,0,0,0
792,T1,S3,6,1,0,1,1
793,T5,S3,0,1,1,1,0
794,T5,S3,7,0,0,0,0
795,T4,S3,5,0,0,0,0
796,T1,S3,6,1,0,1,1
797,T1,S3,8,1,1,0,0
798,T2,S3,4,0,0,1,0
799,T1,S6,8,0,1,0,0
800,T1,S6,9,0,0,0,0
801,T3,S3,9,0,0,0,1
802,T1,S3,5,1,0,0,0
803,T5,S3,1,0,0,0,0
804,T5,S3,10,1,0,0,0
805,T3,S3,9,1,0,1,0
806,T1,S3,10,0,0,0,1
807,T1,S3,3,1,1,0,0
808,T2,S3,5,0,1,0,1
809,T3,S3,2,1,1,0,0
810,T1,S3,3,0,0,0,0
811,T1,S6,0,0,0,0,0
812,T5,S3,8,0,1,0,0
813,T4,S3,2,1,1,0,1
814,T3,S3,6,1,0,1,0
815,T1,S3,5,1,1,1,0
816,T5,S3,10,0,0,1,0
817,T1,S3,10,0,1,0,0
818,T5,S3,8,1,1,0,0
819,T1,S3,8,1,0,1,0
820,T1,S3,10,1,0,0,0
821,T1,S6,6,1,0,1,0
822,T1,S3,9,0,0,1,0
823,T5,S3,7,1,0,0,0
824,T6,S3,7,1,0,0,0
825,T1,S3,2,1,0,0,0
826,T5,S3,8,0,0,0,0
827,T5,S3,4,0,0,0,0
828,T1,S3,9,1,0,0,1
829,T5,S3,0,0,0,0,0
830,T2,S3,6,0,0,1,1
831,T3,S3,5,0,1,1,0
832,T1,S3,9,0,0,1,0
833,T5,S3,9,1,1,0,1
834,T3,S3,9,0,0,1,0
835,T5,S3,0,0,1,0,0
836,T1,S3,2,0,1,1,0
837,T5,S3,0,0,0,0,0
838,T3,S3,0,1,0,0,0
839,T1,S3,7,1,0,0,0
840,T3,S3,8,0,0,0,0
841,T1,S3,3,1,0,0,1
842,T1,S3,7,1,1,0,0
843,T2,S6,2,1,0,0,0
844,T1,S3,7,1,0,0,0
845,T1,S3,8,0,1,0,0
846,T1,S3,9,1,0,0,0
847,T3,S3,9,0,1,0,0
848,T5,S3,9,1,1,1,0
849,T5,S3,1,0,0,0,0
850,T1,S3,2,0,1,1,0
851,T5,S3,3,1,0,0,0
852,T1,S3,5,0,1,0,0
853,T1,S3,1,0,0,0,0
854,T1,S3,9,0,0,1,0
855,T1,S3,4,1,0,0,0
856,T1,S3,3,0,0,1,0
857,T1,S3,2,0,0,0,0
858,T1,S3,0,0,1,0,0
859,T3,S3,8,1,1,0,0
860,T1,S3,5,1,1,0,0
861,T3,S3,8,0,0,0,0
862,T3,S3,6,1,1,1,0
863,T2,S3,6,0,1,0,0
864,T1,S3,7,0,0,1,0
865,T1,S3,8,1,0,0,0
866,T1,S3,8,1,0,1,0
867,T5,S3,0,1,0,1,0
868,T5,S3,0,1,1,0,0
869,T1,S3,8,1,0,1,0
870,T5,S3,3,0,0,0,1
871,T5,S3,5,1,0,0,0
872,T5,S3,9,0,0,0,0
873,T4,S0,8,0,0,0,0
874,T1,S3,6,1,0,1,0
875,T1,S3,2,1,1,0,0
876,T1,S3,9,1,1,1,0
877,T1,S6,10,1,1,0,0
878,T2,S3,8,0,1,1,0
879,T1,S3,4,0,0,0,0
880,T4,S3,7,1,1,1,1
881,T1,S3,2,0,0,1,0
882,T5,S5,3,1,0,0,0
883,T1,S3,8,0,0,1,0
884,T2,S3,4,0,1,0,1
885,T1,S3,10,1,0,1,0
886,T3,S3,1,1,1,0,0
887,T2,S3,6,1,1,1,0
888,T1,S3,4,0,0,1,0
889,T1,S3,4,1,1,1,0
890,T1,S3,7,1,1,0,0
891,T1,S3,5,1,0,1,0
892,T1,S6,2,1,1,0,0
893,T1,S6,0,1,0,0,1
894,T1,S3,5,1,1,0,0
895,T3,S3,0,1,1,1,0
896,T1,S3,3,1,0,0,0
897,T3,S6,8,0,0,1,0
898,T5,S3,2,1,0,1,0
899,T1,S3,1,1,0,0,0
900,T1,S3,4,1,1,0,0
901,T1,S3,3,1,0,0,0
902,T3,S3,6,1,0,1,0
903,T5,S3,0,1,0,1,0
904,T3,S3,9,1,0,0,1
905,T1,S3,1,0,0,1,0
906,T1,S3,,1,0,0,0
907,T1,S6,5,1,1,0,0
908,T5,S3,10,0,0,0,0
909,T1,S3,8,1,0,0,0
910,T1,S3,9,0,0,0,0
911,T1,S3,0,1,0,1,0
912,T3,S3,5,1,0,1,0
913,T3,S3,6,0,0,0,0
914,T3,S3,10,0,0,1,0
915,T3,S3,8,0,0,1,1
916,T1,S3,9,0,1,1,0
917,T3,S3,4,0,0,0,0
918,T3,S3,10,0,0,0,0
919,T1,S3,7,1,1,0,0
920,T3,S3,2,0,1,0,0
921,T1,S3,8,1,0,0,1
922,T1,S3,9,0,0,0,0
923,T1,S3,10,0,1,0,0
924,T1,S3,2,0,1,1,0
925,T3,S3,0,1,0,1,0
926,T1,S3,0,1,0,1,0
927,T3,S3,8,0,1,0,0
928,T3,S3,4,0,0,0,0
929,T1,S3,7,0,0,0,1
930,T1,S3,8,1,0,0,0
931,T1,S4,0,1,0,0,0
932,T1,S3,8,1,1,1,0
933,T1,S3,9,0,0,0,0
934,T1,S3,6,0,1,0,0
935,T1,S3,8,1,0,0,1
936,T1,S3,8,0,1,0,0
937,T2,S3,1,1,1,0,1
938,T1,S3,3,1,0,0,0
939,T1,S3,6,1,0,0,1
940,T1,S3,3,0,0,0,0
941,T1,S3,9,1,0,0,0
942,T1,S3,0,1,1,1,0
943,T1,S3,7,1,0,1,0
944,T1,S3,6,0,0,0,1
945,T1,S3,8,1,0,1,0
946,T1,S3,7,1,0,0,0
947,T1,S3,5,1,0,0,0
948,T1,S3,0,0,0,0,0
949,T1,S3,9,1,1,0,0
950,T3,S3,,1,0,0,0
951,T5,S3,8,1,1,1,0
952,T1,S3,6,0,0,1,0
953,T1,S3,2,0,0,1,0
954,T1,S3,6,1,1,0,0
955,T1,S3,9,1,0,1,0
956,T6,S3,4,0,1,0,0
957,T5,S3,8,0,0,0,0
958,T5,S3,8,1,0,0,0
959,T1,S3,1,0,1,1,0
960,T3,S3,8,1,1,1,0
961,T6,S3,9,0,1,0,0
962,T1,S3,10,1,1,0,0
963,T3,S3,4,1,0,1,0
964,T3,S3,5,1,0,0,0
965,T1,S3,3,0,0,1,0
966,T1,S3,8,1,0,0,0
967,T1,S3,10,1,0,0,0
968,T1,S3,7,0,0,0,1
969,T3,S3,8,1,0,0,0
970,T2,S3,9,0,1,1,0
971,T1,S3,5,1,0,1,0
972,T1,S3,6,1,0,0,1
973,T3,S3,7,1,0,1,1
974,T3,S3,5,0,1,0,0
975,T1,S3,9,0,0,0,0
976,T5,S3,2,1,0,0,0
977,T3,S3,2,0,1,1,0
978,T1,S3,0,1,0,0,0
979,T1,S3,10,1,0,0,0
980,T1,S3,3,1,0,0,0
981,T1,S3,8,1,1,0,0
982,T1,S3,6,0,0,1,0
983,T1,S3,4,1,1,0,0
984,T1,S4,5,1,0,0,0
985,T3,S0,5,0,0,0,0
986,T5,S3,4,0,1,1,0
987,T1,S3,5,0,0,1,0
988,T4,S3,3,0,0,0,0
989,T1,S3,0,0,0,0,0
990,T1,S3,6,1,1,0,0
991,T6,S0,3,1,0,1,1
992,T1,S6,2,0,0,0,0
993,T2,S3,6,1,0,1,0
994,T1,S6,2,0,1,0,0
995,T3,S3,1,1,0,0,0
996,T1,S3,6,0,0,0,0
997,T5,S3,7,0,1,1,0
998,T2,S3,8,0,0,0,0
999,T5,S4,5,1,1,0,0
1000,T1,S6,0,1,0,1,0
1001,T1,S6,1,0,0,1,0
1002,T1,S3,7,0,0,0,0
1003,T3,S3,0,1,1,0,0
1004,T1,S3,3,1,1,0,0
1005,T1,S3,2,1,0,0,0
1006,T5,S3,7,1,1,0,1
1007,T1,S3,5,0,0,0,0
1008,T5,S3,4,1,1,1,0
1009,T1,S3,5,1,0,0,0
1010,T5,S3,5,1,1,1,0
1011,T1,S3,8,1,0,0,0
1012,T1,S3,6,0,1,0,0
1013,T5,S3,0,1,0,0,1
1014,T1,S3,4,1,0,1,1
1015,T1,S3,7,0,0,0,1
1016,T3,S3,4,1,0,1,0
1017,T1,S3,4,1,0,1,0
1018,T1,S3,0,1,0,0,0
1019,T3,S3,5,0,1,1,0
1020,T6,S6,10,1,0,0,0
1021,T1,S3,2,0,1,1,0
1022,T1,S3,1,1,0,0,0
1023,T1,S6,4,1,0,0,1
1024,T1,S3,2,1,1,0,0
1025,T1,S3,,0,0,0,0
1026,T3,S3,4,0,0,1,0
1027,T4,S3,5,0,0,0,0
1028,T3,S3,7,1,0,1,0
1029,T1,S3,7,0,0,1,0
1030,T3,S6,0,1,0,0,1
1031,T1,S3,5,1,0,0,0
1032,T5,S3,8,1,1,1,0
1033,T5,S3,5,0,1,0,0
1034,T3,S3,6,1,0,0,0
1035,T1,S3,2,1,0,0,0
1036,T1,S3,4,1,0,0,0
1037,T1,S3,5,1,0,0,0
1038,T1,S3,5,1,0,0,0
1039,T1,S3,7,0,1,1,0
1040,T1,S3,2,1,1,0,0
1041,T1,S3,7,0,0,0,0
1042,T1,S3,0,0,0,0,0
1043,T1,S3,10,0,1,0,0
1044,T1,S3,10,0,1,1,1
1045,T1,S3,4,1,0,0,0
1046,T1,S3,9,0,1,0,0
1047,T3,S3,4,1,0,0,0
1048,T3,S3,3,0,0,0,0
1049,T3,S3,3,1,1,0,0
1050,T2,S3,5,1,1,1,0
1051,T1,S3,2,1,1,1,0
1052,T3,S3,6,0,1,1,1
1053,T1,S3,4,1,0,1,0
1054,T3,S3,0,0,1,1,0
1055,T1,S3,1,0,0,0,0
1056,T1,S3,5,1,0,1,0
1057,T1,S3,8,1,1,0,0
1058,T4,S3,3,1,0,0,0
1059,T5,S3,6,0,0,0,0
1060,T1,S3,7,0,0,0,0
1061,T1,S3,7,1,0,0,0
1062,T5,S3,3,1,0,1,0
1063,T5,S4,5,0,0,0,0
1064,T1,S6,7,0,0,0,0
1065,T2,S3,8,0,0,0,0
1066,T1,S6,3,0,0,0,0
1067,T3,S3,4,0,1,0,0
1068,T3,S3,5,0,0,1,1
1069,T5,S3,2,1,0,0,0
1070,T1,S4,9,1,1,1,0
1071,T1,S4,9,1,1,1,0
1072,T1,S3,9,0,1,0,0
1073,T3,S3,3,0,0,1,0
1074,T1,S6,4,1,0,1,0
1075,T1,S3,10,1,0,1,0
1076,T1,S3,7,0,0,0,0
1077,T2,S3,2,0,1,0,0
1078,T1,S3,1,1,0,0,0
1079,T1,S3,10,1,0,0,0
1080,T1,S3,8,0,0,1,0
1081,T5,S3,8,1,0,0,1
1082,T3,S3,6,0,0,0,1
1083,T1,S3,6,0,0,0,0
1084,T3,S3,6,1,0,1,0
1085,T1,S3,1,1,1,0,0
1086,T3,S3,2,1,0,0,0
1087,T3,S3,6,0,0,0,0
1088,T1,S3,4,1,0,0,0
1089,T5,S3,10,1,1,1,0
1090,T1,S3,7,0,0,0,0
1091,T1,S3,7,0,0,0,0
1092,T3,S6,5,1,0,1,0
1093,T1,S3,5,0,0,0,1
1094,T4,S3,0,0,0,0,0
1095,T3,S3,0,1,1,0,1
1096,T1,S3,,0,1,0,0
1097,T1,S3,9,1,0,0,0
1098,T1,S6,10,1,0,0,0
1099,T1,S3,5,0,0,1,0
1100,T5,S6,4,1,0,1,0
1101,T1,S3,0,0,0,1,0
1102,T1,S3,9,0,1,1,0
1103,T5,S3,7,1,0,1,0
1104,T3,S3,5,1,0,1,0
1105,T1,S3,9,1,0,1,0
1106,T1,S3,7,0,1,0,0
1107,T1,S3,6,1,1,0,0
1108,T2,S6,3,1,0,0,0
1109,T1,S3,5,0,0,0,0
1110,T1,S3,2,0,1,1,0
1111,T3,S3,4,1,0,0,0
1112,T3,S3,2,0,0,0,0
1113,T5,S3,2,0,1,0,0
1114,T1,S3,7,0,0,0,0
1115,T1,S3,3,1,1,0,0
1116,T1,S3,5,1,0,0,0
1117,T3,S3,,0,0,0,1
1118,T3,S3,1,0,0,0,0
1119,T1,S3,0,0,0,0,0
1120,T3,S3,2,1,0,1,0
1121,T4,S3,5,1,0,0,0
1122,T3,S3,2,1,0,0,0
1123,T1,S3,9,0,0,0,1
1124,T3,S3,4,1,0,0,0
1125,T3,S3,10,0,0,0,0
1126,T3,S3,6,0,1,0,0
1127,T5,S3,5,0,1,0,0
1128,T1,S3,2,0,1,0,0
1129,T1,S3,4,1,0,1,0
1130,T1,S3,6,0,1,0,0
1131,T1,S3,3,0,0,0,0
1132,T1,S3,0,0,0,0,0
1133,T1,S4,1,0,0,0,0
1134,T1,S3,7,1,0,0,0
1135,T3,S3,5,0,1,0,0
1136,T5,S3,0,1,1,0,1
1137,T3,S3,9,1,0,0,1
1138,T5,S3,3,1,0,0,0
1139,T1,S3,5,0,0,0,0
1140,T5,S6,3,0,0,0,1
1141,T3,S3,7,1,0,1,0
1142,T3,S3,3,0,1,0,0
1143,T1,S3,2,0,0,0,1
1144,T2,S3,5,0,0,0,0
1145,T1,S3,7,0,0,1,0
1146,T1,S3,0,0,0,0,0
1147,T3,S3,10,0,1,0,0
1148,T1,S3,0,1,0,0,0
1149,T1,S3,9,1,1,0,0
1150,T1,S3,4,1,0,1,0
1151,T1,S3,2,0,0,0,1
1152,T1,S3,10,1,0,1,0
1153,T3,S6,6,1,0,0,0
1154,T1,S3,0,1,0,0,0
1155,T1,S6,2,1,0,1,1
1156,T1,S6,4,1,0,1,0
1157,T2,S3,8,0,0,0,0
1158,T5,S3,10,0,1,0,0
1159,T5,S3,2,1,0,0,1
1160,T1,S3,10,1,0,0,0
1161,T1,S3,7,1,0,0,0
1162,T3,S3,9,0,0,0,0
1163,T3,S3,5,0,0,1,0
1164,T5,S3,6,1,0,1,0
1165,T3,S6,5,0,1,0,0
1166,T1,S3,2,0,1,0,1
1167,T1,S6,4,1,1,1,0
1168,T1,S3,1,0,0,0,1
1169,T3,S3,3,0,1,1,0
1170,T1,S3,2,0,0,0,0
1171,T1,S3,9,1,0,0,0
1172,T1,S3,2,0,0,0,0
1173,T5,S3,10,1,0,1,0
1174,T1,S3,2,0,0,0,0
1175,T1,S3,2,1,0,1,0
1176,T1,S3,9,1,1,0,0
1177,T1,S3,4,0,0,0,1
1178,T5,S3,2,0,0,0,0
1179,T3,S3,0,1,0,0,1
1180,T1,S3,4,0,0,1,0
1181,T3,S3,2,0,1,0,0
1182,T3,S3,1,0,1,0,0
1183,T1,S5,4,1,0,1,0
1184,T4,S4,6,1,1,0,0
1185,T1,S6,10,0,0,1,0
1186,T1,S3,7,1,0,1,0
1187,T3,S3,3,1,0,1,0
1188,T1,S3,3,0,0,0,0
1189,T1,S3,1,0,0,0,0
1190,T1,S3,1,1,0,0,1
1191,T1,S3,10,1,1,1,0
1192,T3,S3,1,1,0,1,1
1193,T1,S4,10,1,0,0,0
1194,T1,S3,8,0,0,0,1
1195,T1,S3,1,1,1,0,0
1196,T5,S6,8,1,0,1,0
1197,T1,S3,7,1,0,1,0
1198,T1,S3,9,1,0,1,0
1199,T1,S0,1,0,0,1,0
1200,T5,S6,8,0,1,0,0
1201,T5,S3,10,1,0,0,0
1202,T1,S3,9,0,1,1,0
1203,T3,S3,9,1,1,1,0
1204,T2,S3,3,0,0,0,0
1205,T3,S3,7,1,0,0,0
1206,T1,S3,4,0,1,0,1
1207,T3,S3,10,1,0,0,1
1208,T1,S3,2,0,0,1,0
1209,T5,S3,8,0,1,0,1
1210,T1,S3,8,0,1,1,0
1211,T1,S3,2,0,0,0,1
1212,T1,S3,7,0,0,0,0
1213,T1,S3,1,1,1,0,0
1214,T3,S3,7,0,0,0,1
1215,T1,S3,2,0,0,1,0
1216,T3,S3,1,0,0,0,0
1217,T3,S3,5,0,1,0,0
1218,T2,S3,9,1,1,0,0
1219,T3,S6,2,1,0,1,0
1220,T3,S3,3,0,0,1,0
1221,T1,S3,8,1,0,0,0
1222,T3,S3,4,1,0,0,1
1223,T3,S3,9,0,0,1,0
1224,T1,S3,10,1,0,0,0
1225,T3,S3,5,1,0,0,0
1226,T2,S6,0,0,1,0,0
1227,T1,S3,3,1,0,0,0
1228,T4,S3,5,0,0,1,0
1229,T1,S3,9,0,1,1,1
1230,T1,S3,0,1,0,1,0
1231,T1,S3,6,1,0,0,0
1232,T1,S3,9,0,1,0,0
1233,T1,S6,8,1,1,0,0
1234,T1,S3,4,0,1,0,1
1235,T3,S3,7,1,0,0,0
1236,T5,S3,6,0,0,1,0
1237,T6,S3,1,1,0,0,0
1238,T3,S3,9,0,1,0,0
1239,T5,S3,8,0,0,1,0
1240,T1,S3,3,1,0,0,0
1241,T1,S3,3,1,1,0,0
1242,T5,S4,9,0,0,0,1
1243,T1,S3,9,1,0,0,1
1244,T3,S3,5,1,0,0,0
1245,T6,S3,7,1,0,1,0
1246,T3,S3,1,0,1,1,1
1247,T3,S3,3,0,0,0,1
1248,T5,S3,0,0,0,1,0
1249,T2,S6,1,0,0,0,0
1250,T1,S3,5,0,0,0,1
1251,T1,S3,8,0,0,0,1
1252,T3,S6,1,1,0,0,1
1253,T3,S3,6,1,0,0,0
1254,T3,S3,1,0,0,0,0
1255,T2,S3,,0,1,0,0
1256,T1,S3,5,1,0,0,1
1257,T5,S3,5,0,0,1,0
1258,T1,S3,6,1,1,0,0
1259,T5,S3,5,1,0,1,0
1260,T1,S3,0,0,0,1,0
1261,T1,S3,5,1,0,1,0
1262,T1,S3,7,1,1,0,1
1263,T5,S3,6,0,0,0,0
1264,T1,S3,3,0,0,0,0
1265,T1,S3,4,1,0,1,1
1266,T1,S3,2,0,1,0,0
1267,T5,S3,,1,0,0,0
1268,T1,S3,3,1,1,0,1
1269,T1,S4,2,1,1,0,0
1270,T1,S3,4,1,0,0,0
1271,T5,S3,6,0,0,1,1
1272,T5,S3,6,0,0,0,1
1273,T5,S3,9,0,0,0,0
1274,T1,S3,1,0,0,0,0
1275,T1,S3,0,1,1,0,0
1276,T5,S3,10,0,0,0,0
1277,T1,S3,5,1,0,0,1
1278,T1,S3,3,1,1,1,0
1279,T1,S3,0,1,0,0,0
1280,T2,S3,1,1,1,1,1
1281,T5,S3,10,1,0,0,0
1282,T1,S3,10,0,0,0,0
1283,T4,S3,1,1,1,0,0
1284,T1,S3,1,1,1,1,0
1285,T1,S3,0,0,1,1,0
1286,T1,S3,7,1,0,0,0
1287,T1,S3,1,1,0,0,1
1288,T5,S4,5,0,0,1,0
1289,T1,S3,7,1,0,0,0
1290,T5,S3,2,0,0,0,0
1291,T1,S3,5,0,0,1,0
1292,T3,S5,8,1,1,0,0
1293,T3,S3,10,1,0,1,0
1294,T3,S3,2,1,0,0,0
1295,T1,S3,0,0,0,0,0
1296,T5,S3,8,1,1,1,1
1297,T1,S3,8,0,0,0,0
1298,T3,S3,3,1,0,0,0
1299,T1,S3,7,1,1,0,0
1300,T1,S3,8,0,0,0,0
1301,T3,S3,2,1,0,0,0
1302,T3,S3,2,0,1,0,1
1303,T1,S3,10,0,0,1,0
1304,T1,S3,5,1,0,0,0
1305,T1,S3,1,0,0,1,0
1306,T1,S3,8,0,0,1,1
1307,T1,S3,6,1,0,1,0
1308,T3,S3,2,1,0,1,0
1309,T3,S3,1,0,1,0,0
1310,T1,S5,5,0,0,1,0
1311,T1,S3,1,0,1,1,0
1312,T3,S3,4,0,0,0,0
1313,T1,S3,4,1,1,1,0
1314,T1,S3,0,1,0,0,1
1315,T1,S3,2,1,0,1,0
1316,T1,S3,0,0,1,0,0
1317,T1,S3,9,0,0,0,0
1318,T1,S3,2,1,1,0,0
1319,T3,S4,3,0,0,0,0
1320,T3,S6,2,1,0,0,0
1321,T3,S3,0,0,1,1,0
1322,T1,S3,4,0,0,0,0
1323,T1,S4,0,1,0,0,0
1324,T1,S6,6,1,1,1,1
1325,T5,S3,7,1,0,1,0
1326,T5,S3,5,1,0,0,0
1327,T2,S3,3,1,0,0,0
1328,T3,S3,5,1,1,0,0
1329,T1,S3,4,0,1,1,1
1330,T3,S3,3,1,1,0,0
1331,T3,S3,6,0,0,0,1
1332,T1,S3,4,0,1,1,0
1333,T1,S3,1,0,0,0,0
1334,T5,S3,8,0,1,0,1
1335,T1,S3,1,1,1,0,0
1336,T5,S3,3,0,0,0,0
1337,T5,S3,5,1,0,0,1
1338,T1,S3,4,1,1,0,0
1339,T1,S0,6,1,0,0,0
1340,T5,S3,5,1,0,1,0
1341,T5,S3,2,0,0,0,1
1342,T1,S3,1,1,0,1,1
1343,T3,S3,8,0,1,0,0
1344,T3,S3,8,1,1,0,0
1345,T3,S3,4,1,1,1,0
1346,T1,S3,10,1,1,0,0
1347,T1,S3,10,1,1,0,0
1348,T1,S3,7,0,0,0,1
1349,T1,S3,1,0,0,0,0
1350,T5,S3,0,1,0,1,1
1351,T1,S3,2,1,0,1,1
1352,T1,S3,8,1,0,1,1
1353,T1,S3,5,0,1,0,1
1354,T1,S3,3,0,0,0,0
1355,T3,S3,9,1,1,1,1
1356,T1,S3,8,1,1,1,0
1357,T1,S3,10,1,0,0,1
1358,T1,S3,7,1,0,1,0
1359,T3,S3,9,0,0,0,1
1360,T1,S5,2,1,0,1,0
1361,T1,S3,4,1,0,1,0
1362,T1,S3,7,1,0,0,1
1363,T1,S3,4,1,0,0,0
1364,T5,S4,10,1,0,0,0
1365,T3,S3,1,1,0,0,1
1366,T6,S3,4,0,0,0,1
1367,T1,S3,6,1,1,1,0
1368,T1,S3,4,0,0,1,0
1369,T1,S6,1,0,1,0,1
1370,T3,S3,1,1,0,0,1
1371,T1,S3,6,1,1,1,0
1372,T1,S3,6,0,0,0,0
1373,T1,S3,4,0,1,1,0
1374,T1,S3,9,0,0,1,0
1375,T1,S3,10,0,1,0,0
1376,T1,S3,1,1,0,0,0
1377,T5,S3,6,1,0,0,0
1378,T2,S3,7,1,0,0,0
1379,T1,S6,2,1,0,0,0
1380,T1,S3,2,0,0,1,0
1381,T3,S3,10,1,0,1,0
1382,T3,S0,5,1,1,0,0
1383,T1,S3,8,1,1,0,1
1384,T4,S3,7,1,0,0,0
1385,T1,S6,5,1,1,0,0
1386,T3,S3,10,0,0,0,1
1387,T5,S3,10,0,1,1,0
1388,T1,S6,9,1,0,1,0
1389,T1,S3,10,1,0,0,0
1390,T3,S3,3,1,0,0,0
1391,T1,S3,10,1,1,1,0
1392,T1,S3,4,0,0,0,0
1393,T1,S3,4,1,0,0,0
1394,T1,S4,7,1,1,0,1
1395,T1,S3,6,0,0,0,0
1396,T1,S3,5,0,0,1,1
1397,T1,S3,6,1,0,1,0
1398,T5,S3,6,0,1,1,0
1399,T3,S3,5,1,0,0,0
1400,T5,S3,8,1,0,1,0
1401,T3,S3,1,0,0,0,1
1402,T3,S3,6,1,1,1,0
1403,T1,S3,6,0,0,1,0
1404,T2,S3,9,0,1,1,1
1405,T1,S6,6,0,1,0,0
1406,T1,S6,8,1,0,0,1
1407,T1,S3,5,0,0,1,0
1408,T5,S3,1,0,1,0,0
1409,T5,S3,0,0,0,1,0
1410,T1,S3,8,0,0,0,0
1411,T2,S5,10,0,0,0,0
1412,T1,S6,2,1,0,0,0
1413,T5,S3,10,1,0,1,0
1414,T1,S6,3,1,0,0,0
1415,T3,S6,5,0,0,0,0
1416,T5,S3,8,0,0,0,0
1417,T1,S3,7,1,0,1,0
1418,T5,S3,7,0,0,0,0
1419,T5,S6,4,0,0,0,0
1420,T5,S3,1,0,1,0,0
1421,T1,S6,3,0,0,0,1
1422,T5,S3,4,1,1,0,0
1423,T1,S3,6,0,0,0,0
1424,T1,S3,6,0,0,1,0
1425,T3,S3,7,0,0,0,0
1426,T5,S3,1,1,1,1,0
1427,T2,S3,9,0,0,0,0
1428,T3,S3,6,0,0,0,0
1429,T3,S3,10,0,0,1,0
1430,T5,S3,2,0,1,0,0
1431,T5,S3,8,1,1,0,0
1432,T1,S3,1,0,1,0,0
1433,T3,S3,4,1,0,1,0
1434,T1,S3,3,0,0,0,0
1435,T1,S3,5,1,0,1,0
1436,T1,S3,7,0,0,1,0
1437,T5,S3,0,0,1,0,0
1438,T1,S3,6,1,0,1,0
1439,T1,S3,1,1,1,1,1
1440,T5,S3,0,0,0,0,0
1441,T5,S3,9,0,1,0,0
1442,T3,S3,7,1,0,0,1
1443,T5,S3,2,1,1,0,0
1444,T1,S3,3,0,0,1,0
1445,T3,S3,4,1,0,1,0
1446,T1,S3,3,1,0,0,0
1447,T1,S3,8,1,0,1,0
1448,T1,S0,4,0,0,0,1
1449,T3,S3,9,0,0,1,1
1450,T3,S3,10,1,1,0,0
1451,T1,S6,1,0,0,1,0
1452,T2,S3,9,0,0,0,0
1453,T5,S3,2,1,0,0,0
1454,T1,S3,3,0,1,0,0
1455,T1,S3,7,1,0,1,1
1456,T1,S3,6,1,0,1,0
1457,T3,S3,2,0,1,1,0
1458,T3,S3,0,0,0,0,1
1459,T3,S3,5,0,0,0,0
1460,T1,S3,0,1,1,0,0
1461,T4,S3,9,1,1,0,0
1462,T1,S3,8,0,0,1,1
1463,T1,S3,3,0,1,0,0
1464,T3,S3,10,0,0,0,0
1465,T1,S3,0,0,0,0,0
1466,T3,S3,9,1,0,0,1
1467,T3,S3,4,0,1,0,0
1468,T3,S3,8,0,0,1,0
1469,T1,S3,1,1,0,0,0
1470,T1,S3,0,0,0,1,0
1471,T1,S6,7,0,0,1,0
1472,T5,S3,4,0,0,0,0
1473,T1,S3,7,0,0,0,1
1474,T3,S3,10,1,0,0,0
1475,T1,S3,4,0,0,1,0
1476,T1,S3,3,1,1,0,0
1477,T1,S3,6,1,0,1,0
1478,T1,S3,10,1,1,0,0
1479,T5,S3,10,0,0,0,0
1480,T1,S3,1,1,0,0,0
1481,T1,S3,8,1,0,0,0
1482,T5,S3,0,0,0,0,0
1483,T1,S3,1,1,0,1,0
1484,T3,S3,1,1,0,0,0
1485,T3,S3,3,0,1,0,0
1486,T3,S3,4,0,0,1,0
1487,T2,S3,2,1,0,0,0
1488,T1,S3,3,1,1,0,0
1489,T1,S6,2,1,1,1,0
1490,T3,S3,4,1,0,0,0
1491,T1,S6,1,1,1,0,1
1492,T1,S6,5,1,0,0,0
1493,T1,S3,1,0,0,0,0
1494,T6,S3,4,0,0,0,0
1495,T1,S6,5,1,1,0,0
1496,T1,S3,6,1,0,0,0
1497,T3,S3,3,0,0,1,0
1498,T1,S3,5,0,0,0,1
1499,T1,S3,8,0,0,1,0
1500,T1,S5,6,0,0,1,0
1501,T1,S4,6,0,0,1,0
1502,T3,S3,8,1,0,0,0
1503,T3,S3,2,1,0,0,0
1504,T5,S3,2,1,0,1,0
1505,T3,S3,7,0,0,1,0
1506,T5,S3,1,1,1,1,0
1507,T5,S3,3,1,0,0,0
1508,T1,S3,7,1,0,0,1
1509,T1,S3,6,1,0,0,0
1510,T2,S3,4,0,0,0,0
1511,T1,S3,6,1,0,0,0
1512,T1,S3,4,0,0,0,1
1513,T1,S3,3,0,0,0,0
1514,T1,S3,1,0,1,0,0
1515,T1,S3,7,0,0,1,0
1516,T5,S3,4,0,0,1,0
1517,T1,S3,7,1,1,1,0
1518,T1,S3,6,1,0,0,0
1519,T5,S3,8,1,0,1,0
